date	high.temp	avg.hi.temp	avg.lo.temp	low.temp	precip	snowfall	precip.days	snowfall.days
1876-01	20	6.1	-1.4	-11.1	23.9		11	
1876-02	13.3	3.8	-3.6	-15	122.2		14	
1876-03	18.9	5.6	-2.7	-12.8	223.3		13	
1876-04	20.6	12.9	4.1	-1.7	77.7		9	
1876-05	30.6	20.2	10.9	2.2	77		9	
1876-06	33.3	27.3	19.1	9.4	67.6		9	
1876-07	36.7	30.3	22.2	16.1	92.7		9	
1876-08	33.9	27.9	20.1	13.9	57.9		3	
1876-09	30.6	20.6	14.7	9.4	134.1		13	
1876-10	23.3	14.3	6.9	0	36.1		10	
1876-11	22.8	9.8	4.8	-7.2	84.1		13	
1876-12	9.4	-0.5	-7.2	-16.1	64.5		8	
1877-01	8.3	0.7	-5.5	-11.7	66.5		11	
1877-02	14.4	6.4	-0.7	-8.3	31.5		6	
1877-03	13.9	5.8	-1.3	-12.2	141.2		16	
1877-04	24.4	12.9	4.7	-1.1	69.3		8	
1877-05	31.1	19.8	10.7	2.8	24.1		11	
1877-06	31.7	25.4	16.9	11.1	71.1		10	
1877-07	33.3	27.7	20.3	14.4	145.5		11	
1877-08	32.2	27.9	20.5	17.8	70.4		10	
1877-09	29.4	23.7	15.5	8.9	33.8		5	
1877-10	24.4	17.1	9.3	3.3	206.8		12	
1877-11	20	10.3	3.2	-4.4	143		12	
1877-12	15	6.4	-0.4	-6.7	17.3		4	
1878-01	10.6	2.5	-4.8	-13.9	113.3		15	
1878-02	13.3	3.6	-3.3	-13.9	95.3		7	
1878-03	20.6	11.2	2.4	-10.6	83.1		13	
1878-04	24.4	15.6	8.5	5.6	50		9	
1878-05	28.9	19.4	11	4.4	81		9	
1878-06	31.7	24	15.6	9.4	78.2		9	
1878-07	34.4	29.5	21.5	17.2	117.3		9	
1878-08	32.2	26.9	20	15	202.4		12	
1878-09	32.2	23.6	16.6	7.2	102.9		7	
1878-10	26.7	18.8	10.9	3.9	61.7		7	
1878-11	15.6	9.7	3.7	-1.7	120.1		11	
1878-12	15.6	3.4	-2.1	-10.6	130.6		8	
1879-01	11.1	0.8	-7.4	-20	66.8		8	
1879-02	11.1	1.3	-5.8	-12.8	51.3		10	
1879-03	20.6	8.4	0.3	-7.8	86.6		14	
1879-04	24.4	13.8	5.2	-3.9	110		11	
1879-05	30	21.8	12.6	5.6	51.3		9	
1879-06	33.3	25.6	16.4	8.3	80		15	
1879-07	36.7	28.2	19.5	14.4	90.9		11	
1879-08	33.3	26	18.5	12.8	201.9		9	
1879-09	30.6	21	13.6	6.1	60.7		8	
1879-10	29.4	19.9	11.7	-1.7	10.9		8	
1879-11	24.4	9.7	2.4	-8.9	55.9		11	
1879-12	17.8	6.5	-1.1	-12.2	125.5		11	
1880-01	18.3	7.6	0.4	-8.3	51.3		11	
1880-02	20.6	7.1	-2.1	-13.9	53.8		12	
1880-03	22.2	6.2	-1.2	-10	118.4		16	
1880-04	26.7	14.4	5.1	-3.3	73.7		12	
1880-05	35.6	24.8	14.6	1.7	15.7		4	
1880-06	34.4	27	17.6	8.9	29		6	
1880-07	32.8	27.7	19.7	15	216.7		13	
1880-08	31.7	26.6	18.4	12.8	133.6		10	
1880-09	31.7	23.3	15.8	10	47		7	
1880-10	26.1	16.5	7.4	1.7	71.4		8	
1880-11	20	7.2	0.5	-10.6	62.5		10	
1880-12	9.4	-0.3	-6	-21.1	57.7		9	
1881-01	5	-0.5	-7.7	-17.2	121.9		10	
1881-02	11.7	2	-5.8	-19.4	125.2		11	
1881-03	12.2	5.6	-0.1	-5.6	147.6		12	
1881-04	27.2	12.9	3.4	-6.1	24.1		5	
1881-05	33.9	21.3	12.2	3.9	81.3		9	
1881-06	31.1	22.4	14.3	9.4	135.9		14	
1881-07	32.2	27.1	19.2	16.7	31.8		7	
1881-08	35.6	27.5	18.7	13.3	21.8		6	
1881-09	38.3	27.1	18.8	11.7	24.6		6	
1881-10	30.6	19.3	10.1	1.1	40.6		7	
1881-11	20	10.7	3.3	-5	59.9		12	
1881-12	19.4	7.3	0.5	-7.8	88.6		11	
1882-01	9.4	1.3	-5.4	-21.1	129		16	
1882-02	14.4	5	-1.9	-10.6	87.1		11	
1882-03	17.8	8.6	0.4	-7.8	64.3		12	
1882-04	22.8	12.5	4.6	-2.8	41.7		11	
1882-05	26.7	17.6	9.2	3.3	106.7		13	
1882-06	33.3	26.5	17.5	12.8	64		9	
1882-07	33.9	28	20.3	14.4	81.5		6	
1882-08	32.2	26.9	18.9	13.9	29		6	
1882-09	30.6	22.8	16.2	8.9	428		15	
1882-10	23.9	17.2	10.7	5.6	38.4		11	
1882-11	20.6	6.7	1	-6.7	31.5		7	
1882-12	10.6	2.3	-3.9	-12.2	49.5		8	
1883-01	7.2	-1.1	-7.3	-17.2	68.1		15	
1883-02	12.2	2.4	-4.5	-10.6	106.9		12	
1883-03	15.6	4.8	-4.3	-13.3	37.8		7	
1883-04	20	12.5	4.5	-3.9	94.2		11	
1883-05	27.8	20.6	11.5	5.6	71.9		9	
1883-06	32.8	27.1	19	13.3	84.3		10	
1883-07	35	27.4	19.6	14.4	81.5		13	
1883-08	31.7	25.2	16.9	12.8	46.2		5	
1883-09	26.1	20.7	12.4	6.1	82.6		11	
1883-10	26.7	14.7	7.5	1.7	115.1		12	
1883-11	20	9.9	3.2	-6.1	38.6		8	
1883-12	12.8	3.2	-3.6	-18.3	81.3		13	
1884-01	8.9	-0.7	-7.7	-15.6	132.6		13	
1884-02	13.3	4.5	-2.5	-15.6	125		17	
1884-03	17.2	6.1	-0.6	-15	117.3		14	
1884-04	20.6	12.8	5	0	66.8		9	
1884-05	30	19.8	11.6	5.6	95		12	
1884-06	32.8	26.1	16.6	9.4	126.5		5	
1884-07	32.2	25.7	18.9	16.1	120.4		13	
1884-08	32.8	26.4	20	13.9	200.7		12	
1884-09	32.8	26.1	18.1	11.1	5.3		3	
1884-10	27.8	18.2	10.2	0.6	95.3		12	
1884-11	16.1	10.3	3.1	-4.4	80.8		10	
1884-12	15	3.9	-2	-19.4	156.7		11	
1885-01	15.6	2.2	-5.4	-15	77.7		11	
1885-02	7.8	-1.6	-8.9	-18.9	115.8		10	
1885-03	14.4	2.6	-4.7	-13.9	22.9		8	
1885-04	27.2	13.7	5.1	-2.8	55.6		11	
1885-05	30.6	19.3	10.9	5.6	47.2		12	
1885-06	33.3	26	15.6	10.6	33.5		7	
1885-07	37.2	29.9	21.2	15	91.2		10	
1885-08	32.8	26	18.3	10	144		10	
1885-09	28.9	22	13.5	6.7	10.4		5	
1885-10	22.8	15.7	8.5	1.7	131.6		9	
1885-11	20.6	9.9	4	-3.9	105.9		10	
1885-12	15.6	5.3	-1.7	-9.4	62.5		8	
1886-01	12.2	-0.2	-6.5	-16.7	99.3		13	
1886-02	11.1	2.1	-6.2	-20	124.2		9	
1886-03	16.7	6.9	-0.4	-13.3	71.9		10	
1886-04	28.9	16.7	7.2	-1.1	97.8		7	
1886-05	30	20.2	11.4	6.7	137.2		14	
1886-06	28.9	24.9	15.8	11.1	85.1		9	
1886-07	34.4	28.7	19.4	15	69.9		13	
1886-08	32.2	25.9	16.5	11.7	24.1		6	
1886-09	30.6	23	14.5	7.2	29.7		8	
1886-10	25.6	16.9	8.8	0.6	78		8	
1886-11	21.7	10.8	3	-2.8	112.3		11	
1886-12	12.8	1.9	-4.4	-10.6	70.9		11	
1887-01	16.7	2.2	-6.3	-15.6	112.3		12	
1887-02	17.2	3.5	-3.6	-10.6	151.4		14	
1887-03	9.4	3.9	-3.8	-9.4	78		9	
1887-04	26.1	12.6	3.3	-4.4	70.9		10	
1887-05	30.6	23.1	12.9	7.2	8.6		4	
1887-06	32.8	25.9	16.4	11.1	197.1		11	
1887-07	35.6	30.3	22	17.8	134.4		16	
1887-08	31.7	25.3	17.3	10.6	91.2		6	
1887-09	29.4	20.3	12.8	4.4	49		11	
1887-10	25	15.3	7.4	-1.7	61.7		11	
1887-11	17.8	8.9	1.3	-8.3	51.3		8	
1887-12	14.4	4	-2.5	-11.7	111.5		12	
1888-01	12.2	-1	-8.7	-17.8	126		10	
1888-02	11.1	2.5	-5.5	-17.2	88.6		11	
1888-03	13.9	2.7	-5	-14.4	117.3		10	
1888-04	28.3	12.1	3.5	-2.2	73.4		9	
1888-05	28.9	18	11.1	4.4	142.7		20	
1888-06	35.6	27.3	16.5	10.6	66		8	
1888-07	31.7	26.3	17	12.2	38.9		10	
1888-08	34.4	27.1	18.3	11.7	194.6		10	
1888-09	26.7	20.6	13.8	4.4	207.3		14	
1888-10	18.9	12.7	5.7	0.6	110		14	
1888-11	22.2	10.9	3.8	-8.3	102.6		12	
1888-12	12.8	4.8	-1.8	-12.8	86.9		8	
1889-01	13.9	5.1	-1	-9.4	126.2		10	
1889-02	9.4	1.6	-6	-16.1	56.1		9	
1889-03	16.1	8	0.9	-3.9	67.1		11	
1889-04	25.6	14.6	6.5	1.1	138.9		11	
1889-05	32.8	22.5	12.9	5.6	73.4		10	
1889-06	32.8	25.9	17.1	11.1	60.7		8	
1889-07	31.7	27.3	19.3	14.4	302		15	
1889-08	30.6	25.6	17.6	12.8	108.5		10	
1889-09	27.8	21.7	15.3	7.8	175.8		15	
1889-10	22.8	13.4	6.2	0	66.3		13	
1889-11	17.2	10.1	3.9	-3.9	254		14	
1889-12	17.8	8.1	0.4	-10.6	48.8		10	
1890-01	17.8	7.1	-0.9	-9.4	58.2		9	
1890-02	20	7.5	-0.6	-8.9	86.6	25.4	10	1
1890-03	21.7	5.7	-2	-13.9	139.7	434.3	17	6
1890-04	26.1	14.6	4.7	-1.7	47	7.6	10	1
1890-05	27.2	20.7	11.4	5	87.6		15	
1890-06	32.2	26	17	12.2	118.6		9	
1890-07	36.7	27.3	18.6	12.8	114		10	
1890-08	32.8	26.3	19.4	11.1	111		15	
1890-09	31.1	23.5	15.9	7.2	117.6		10	
1890-10	23.9	15.5	9.9	2.8	166.6		13	
1890-11	20.6	10.2	3.3	-7.2	18		5	
1890-12	9.4	2.2	-4.6	-10.6	94	289.6	9	4
1891-01	12.2	4.1	-2.1	-8.3	155.4	228.6	14	3
1891-02	15	6.8	-1.1	-10	104.6	134.6	16	3
1891-03	14.4	5.9	-1	-12.8	91.7	53.3	11	1
1891-04	26.7	14.5	5.2	-1.7	60.5		6	
1891-05	27.8	19.1	10.3	0	62.2		8	
1891-06	36.1	27.5	17.2	12.2	37.6		8	
1891-07	32.2	26.6	19	15.6	100.1		14	
1891-08	36.7	28.1	20.8	15	114.6		13	
1891-09	32.8	26.3	18.3	12.2	63.2		6	
1891-10	30	16.7	8.9	1.7	66		8	
1891-11	17.8	10.5	3.2	-10	58.4		7	
1891-12	18.9	9.7	1.9	-10	90.2		8	
1892-01	15	3.4	-4.2	-12.8	119.1	309.9	11	6
1892-02	10	3.9	-2.3	-10	23.9	2.5	8	1
1892-03	13.3	4.9	-2.2	-8.3	88.6	304.8	8	3
1892-04	26.7	13.5	5.3	-0.6	51.3	25.4	8	1
1892-05	27.2	19.8	11	5.6	107.2		16	
1892-06	35	27.7	19.1	14.4	70.6		14	
1892-07	36.1	29.1	19.4	13.9	81.5		10	
1892-08	33.9	27.7	19.9	15.6	105.7		11	
1892-09	28.9	22.6	14	9.4	22.9		3	
1892-10	24.4	15.8	7.9	2.8	15		5	
1892-11	19.4	9.4	3.4	-3.9	181.4	160	12	2
1892-12	14.4	2.6	-2.4	-11.7	33	76.2	7	4
1893-01	11.1	-1.4	-8.3	-17.2	59.2	406.4	10	6
1893-02	12.2	2.7	-5.3	-15	156	444.5	15	7
1893-03	10	5.2	-1.4	-9.4	89.9	154.9	12	2
1893-04	22.2	12.2	4.5	1.7	131.8	12.7	10	1
1893-05	29.4	18.5	10.7	6.1	121.2		12	
1893-06	35	24.9	15.9	12.2	65.8		7	
1893-07	34.4	28.2	18.6	13.3	28.7		7	
1893-08	33.9	27.6	19.1	13.3	221.5		9	
1893-09	27.8	21.7	13.5	6.7	48.8		10	
1893-10	25.6	17.1	9.9	1.1	134.6		8	
1893-11	15.6	9.2	2.7	-3.3	90.2		9	
1893-12	15	5.2	-2	-10.6	78.2	134.6	13	5
1894-01	13.9	4	-2.1	-8.9	51.1	238.8	13	5
1894-02	10	1.6	-5.7	-17.2	99.8	520.7	12	5
1894-03	19.4	10.3	2.1	-6.7	34.3		11	
1894-04	23.9	13.8	5.8	-3.9	55.6	25.4	10	1
1894-05	29.4	20.4	12.2	7.8	94.7		14	
1894-06	33.9	26.2	17.1	8.9	24.9		7	
1894-07	35.6	28.4	19.7	13.3	56.1		11	
1894-08	30.6	25.9	17.4	11.7	29.7		6	
1894-09	33.9	24.2	17	6.1	220.5		8	
1894-10	21.1	16.4	9.8	3.9	136.4		8	
1894-11	18.3	8.1	2.2	-5	105.4	12.7	11	1
1894-12	13.9	5.8	-0.6	-13.3	118.1	101.6	12	1
1895-01	10.6	2.1	-4.8	-11.7	127.3	241.3	13	5
1895-02	7.8	-0.6	-7.8	-20	11.7	228.6	3	2
1895-03	14.4	6.2	-2	-9.4	57.4	101.6	12	2
1895-04	30	13.8	6.3	-0.6	84.1		10	
1895-05	35.6	22.6	12.6	3.9	51.3		8	
1895-06	35.6	27.7	18.8	12.2	62.7		9	
1895-07	35	26.9	18.8	13.9	115.3		12	
1895-08	33.3	28.8	20.3	11.1	105.7		10	
1895-09	36.1	26.5	17.6	8.3	15.7		6	
1895-10	21.1	15.4	7.2	2.8	106.9		6	
1895-11	22.2	12.4	5.3	-3.3	97.3		9	
1895-12	15.6	7.1	0	-10.6	63	7.6	8	1
1896-01	9.4	2.2	-4.4	-18.9	24.4	76.2	4	3
1896-02	13.9	3.7	-4.3	-20.6	173.5	241.3	11	7
1896-03	15.6	4.4	-3.6	-10	134.1	774.7	14	4
1896-04	32.2	16	7.3	-4.4	32.3	76.2	6	2
1896-05	33.3	24.2	14.9	7.2	63.8		10	
1896-06	33.3	25.4	17.2	11.1	145.3		11	
1896-07	33.9	28.9	21.1	15.6	188.2		11	
1896-08	36.7	28.7	20.8	13.9	38.9		11	
1896-09	31.7	23.7	15.7	7.8	120.4		9	
1896-10	22.2	15.1	9	2.2	44.2		9	
1896-11	22.2	13.4	6.7	-1.7	72.1	127	9	2
1896-12	13.9	4.5	-1.7	-12.8	28.7	330.2	6	2
1897-01	12.8	2.6	-4	-14.4	76.2	287	10	5
1897-02	10.6	3.6	-2.2	-7.2	64	279.4	9	3
1897-03	15.6	8.3	1.5	-7.2	60.7	134.6	11	2
1897-04	25	15	5.9	-4.4	67.8		10	
1897-05	27.2	20.7	12	4.4	146.6		13	
1897-06	31.7	23.9	15.5	9.4	74.9		11	
1897-07	33.9	28.5	21.4	17.8	242.8		15	
1897-08	31.7	26.7	19.3	16.1	95.8		13	
1897-09	33.9	23.9	15.1	7.2	46		5	
1897-10	30.6	17.7	9.9	3.9	18.3		6	
1897-11	20	10.8	4.4	-5	114.8	58.4	12	1
1897-12	17.2	6.8	0.6	-8.3	123.7	104.1	12	3
1898-01	13.3	5.1	-1.3	-12.2	108.2	228.6	15	6
1898-02	14.4	5.7	-1.1	-13.3	107.2	33	10	2
1898-03	20.6	11.4	4.4	-3.3	70.6	50.8	14	2
1898-04	23.3	12.3	5.4	-3.3	82.6	63.5	13	1
1898-05	30	18.2	11.9	4.4	170.7		17	
1898-06	34.4	26.5	17.7	12.2	31.8		8	
1898-07	37.8	29	20.9	13.9	112		10	
1898-08	33.9	28	20.8	15	88.1		12	
1898-09	33.9	25.7	17.5	11.1	43.2		7	
1898-10	27.2	18.5	12.1	5	153.7		11	
1898-11	18.9	10.6	4.8	-3.9	170.7	482.6	14	4
1898-12	13.9	4.4	-1.1	-10.6	78	38.1	9	2
1899-01	11.7	3.5	-4	-13.9	100.8	134.6	11	4
1899-02	11.7	1.1	-5.7	-21.1	99.3	642.6	14	5
1899-03	17.2	6.8	0.1	-7.2	146.6	121.9	14	5
1899-04	25.6	13.9	5.9	-2.2	44.2		4	
1899-05	31.1	21.5	12.7	8.9	27.7		7	
1899-06	35	28.5	18.9	13.9	57.4		8	
1899-07	35	29.2	20.9	15	113.5		11	
1899-08	34.4	28	20.8	15.6	86.6		9	
1899-09	30	22.7	15.2	7.2	155.4		11	
1899-10	26.1	18.1	11.9	3.3	54.1		7	
1899-11	17.8	11.3	4.7	-0.6	45.5		8	
1899-12	15	6.6	0.1	-12.8	48.5	2.5	9	1
1900-01	13.9	3.6	-4	-12.2	107.2	25.4	11	2
1900-02	13.9	3	-4.7	-15	136.7	167.6	10	3
1900-03	12.8	4.9	-3.2	-11.7	88.6	149.9	9	4
1900-04	23.3	14.4	6	-1.1	51.3		8	
1900-05	32.2	20.2	10.5	4.4	94.5		11	
1900-06	33.3	26.1	17.5	12.8	55.9		10	
1900-07	36.1	29.9	20.9	13.3	81.5		11	
1900-08	35.6	29.3	20.9	15	114.8		8	
1900-09	33.3	25.3	17.9	10	63.5		8	
1900-10	26.7	19.7	13.1	3.3	90.4		11	
1900-11	23.3	12.8	6.1	-1.1	110.7		11	
1900-12	15	5.6	-1.3	-10.6	51.1	2.5	6	1
1901-01	11.7	3.5	-2.9	-13.3	42.2	50.8	11	3
1901-02	5.6	-0.2	-6	-10	14	177.8	5	4
1901-03	11.7	7.2	-0.1	-11.1	138.9		14	
1901-04	26.7	12.3	5.9	2.2	168.1		12	
1901-05	29.4	18.2	10.7	6.7	163.3		16	
1901-06	35	26.9	16.6	11.7	25.4		5	
1901-07	37.8	29.7	21.9	16.1	194.1		16	
1901-08	33.3	27.6	20.7	17.2	166.4		9	
1901-09	31.1	24	16.4	8.3	61.5		12	
1901-10	23.9	17.2	9.6	3.3	59.7		4	
1901-11	15.6	6.7	1.7	-7.2	5.1	2.5	4	1
1901-12	15.6	5.1	-0.8	-8.3	178.1	38.1	15	2
1902-01	10.6	2.4	-4.1	-10.6	57.7	154.9	11	4
1902-02	12.2	1.4	-4.1	-10	136.9	401.3	9	5
1902-03	19.4	10.6	3.4	-5	122.9	165.1	13	1
1902-04	28.9	14.1	6.9	2.8	77		7	
1902-05	30	19.4	10.9	3.3	34.3		7	
1902-06	31.1	24	15.2	10	164.6		14	
1902-07	32.2	26.7	19.2	15.6	142		12	
1902-08	31.7	26.4	18.5	13.9	109.2		8	
1902-09	30.6	22.5	15.8	10	109.5		15	
1902-10	23.3	17.7	11.1	3.9	181.9		8	
1902-11	20.6	14.1	7.5	1.1	32.5		7	
1902-12	12.8	3.6	-3	-13.3	172	365.8	15	5
1903-01	10.6	2.6	-4.5	-12.2	106.2	114.3	10	2
1903-02	16.7	4	-2.3	-15.6	112.5	248.9	8	2
1903-03	21.1	12.9	4.9	-2.2	107.4		9	
1903-04	27.8	15.5	7.5	-1.7	87.4		9	
1903-05	31.7	22.2	13	2.8	7.6		4	
1903-06	27.2	20.9	15	11.1	248.4		18	
1903-07	35	28	19.9	13.9	99.6		10	
1903-08	31.7	24	17.6	12.2	170.9		15	
1903-09	31.1	23.4	15.7	8.3	93.2		6	
1903-10	24.4	17.8	11.3	2.2	338.1		10	
1903-11	21.1	9.2	2.2	-7.2	24.6		6	
1903-12	12.2	2.9	-3.5	-11.7	78.5	162.6	9	5
1904-01	12.2	-0.7	-7.3	-20	75.4	396.2	11	8
1904-02	11.7	0.5	-8.3	-16.7	56.1	127	9	2
1904-03	18.3	6	-1.3	-9.4	90.7	137.2	13	4
1904-04	22.2	12	4.4	-2.8	96.5		11	
1904-05	31.7	22.5	13.3	7.8	47.8		5	
1904-06	33.9	25.9	17.1	11.7	74.9		12	
1904-07	34.4	27.8	20.2	15	125.7		14	
1904-08	31.1	26.6	19.1	12.8	199.4		11	
1904-09	30	23.2	15.9	5	109.5		6	
1904-10	26.1	16.1	8.4	0	75.9		8	
1904-11	15.6	8.9	2.7	-5	55.9	12.7	9	1
1904-12	10.6	1.8	-3.9	-11.1	49.8	551.2	13	9
1905-01	11.7	1.6	-4.7	-15.6	70.4	442	10	6
1905-02	5	-0.4	-7.6	-14.4	51.1	147.3	6	3
1905-03	22.8	8.7	0.6	-10	88.6	45.7	13	1
1905-04	23.9	14.1	6.2	0.6	60.7		10	
1905-05	27.2	20.5	12.3	5	18.3		5	
1905-06	32.8	25.5	16.9	11.1	95.8		9	
1905-07	35.6	29	21.8	17.2	77.5		13	
1905-08	33.3	27.1	20.6	15.6	122.2		11	
1905-09	31.1	24.4	17.6	8.3	148.3		8	
1905-10	27.8	18.9	11.6	3.9	90.2		7	
1905-11	17.8	10.6	2.8	-6.7	42.4		5	
1905-12	15	6.8	0.8	-6.7	85.6	25.4	7	2
1906-01	16.7	6.4	0.7	-10	68.3	38.1	10	1
1906-02	14.4	4.3	-3.8	-13.3	62.7	152.4	5	1
1906-03	12.8	5.2	-1.5	-8.9	128	292.1	10	3
1906-04	25	15.5	7	0	149.9		9	
1906-05	32.2	21.9	12.7	6.7	140.5		14	
1906-06	34.4	27.5	19.3	12.2	32		9	
1906-07	33.3	28.9	22.1	15.6	115.3		10	
1906-08	34.4	28.3	22.2	18.3	36.3		9	
1906-09	32.2	25.4	17.5	10	63.2		7	
1906-10	23.3	17.2	11.1	4.4	106.4		10	
1906-11	18.3	11	4.7	-1.7	26.9	25.4	4	1
1906-12	15	5.3	-2.9	-11.1	90.9	7.6	12	1
1907-01	17.8	5.6	-2.3	-15.6	73.4	279.4	17	6
1907-02	8.3	0.4	-7.2	-14.4	57.2	553.7	7	4
1907-03	23.3	10	1.5	-7.8	78.2	337.8	13	4
1907-04	23.3	11.9	4.8	-2.2	96	147.3	12	2
1907-05	29.4	17.7	9.7	4.4	139.2		12	
1907-06	32.2	24.9	16.7	8.9	83.3		9	
1907-07	32.8	29.1	21.5	17.8	22.6		5	
1907-08	33.3	27	19.5	15	82.3		8	
1907-09	30	24.3	17.7	9.4	211.6		13	
1907-10	23.3	15	7.5	2.2	121.4		8	
1907-11	16.1	10.3	5.3	0.6	113.8		9	
1907-12	13.9	6.1	0.9	-5.6	108.2	134.6	7	4
1908-01	10	4.2	-3.1	-13.3	95.5	254	8	1
1908-02	11.1	1.1	-6.6	-17.2	148.8	365.8	10	5
1908-03	22.2	8.6	1.5	-7.2	60.5	88.9	12	2
1908-04	26.1	15.5	7.2	-2.2	57.7		10	
1908-05	31.1	21.4	14.1	6.7	216.2		11	
1908-06	34.4	26.9	18.6	12.8	32.3		3	
1908-07	35.6	30.1	23.2	17.2	96.5		7	
1908-08	34.4	27.2	21.5	12.8	152.7		10	
1908-09	27.2	23.2	17.7	11.1	48.5		3	
1908-10	26.7	19.2	12.7	4.4	35.1		7	
1908-11	16.7	10.9	5	-2.2	18	25.4	3	2
1908-12	17.8	6.1	-0.2	-4.4	81	73.7	10	3
1909-01	13.9	5.4	-2.2	-15	84.3	289.6	10	5
1909-02	13.3	6.7	-0.4	-13.3	115.1	20.3	10	1
1909-03	17.8	6.8	0.1	-5	90.7	109.2	9	2
1909-04	26.7	12.9	5.6	-4.4	155.7		13	
1909-05	28.3	19.9	12.8	5	37.3		8	
1909-06	33.9	25.9	18.9	12.8	76.7		10	
1909-07	33.9	27.3	19.2	13.9	55.1		5	
1909-08	33.3	26.3	18.7	13.9	215.9		8	
1909-09	27.8	23.1	16.2	10.6	67.3		7	
1909-10	25	16	9.4	2.8	16.8		8	
1909-11	22.8	12.9	6.8	-0.6	34.5	20.3	7	2
1909-12	11.7	2.8	-2.3	-14.4	109	228.6	6	3
1910-01	8.9	3.3	-3.6	-15	117.9	281.9	13	4
1910-02	13.3	1.9	-4.8	-17.2	80	127	9	1
1910-03	25.6	10.1	2.8	-3.9	25.9	33	6	1
1910-04	26.7	16.9	9.2	2.8	127		9	
1910-05	27.8	20	13.1	8.9	37.8		11	
1910-06	32.2	23.9	17.1	10	153.2		12	
1910-07	34.4	29.1	21.5	17.8	12.4		6	
1910-08	30	25.7	19.2	13.9	27.2		11	
1910-09	33.3	24.2	17.7	13.9	36.1		5	
1910-10	28.9	19	11.4	3.9	82		5	
1910-11	17.2	8.3	3.5	-1.7	109.2		9	
1910-12	12.2	2.1	-4.6	-11.7	47.8	167.6	9	4
1911-01	13.3	5.7	-0.8	-7.8	70.9	33	13	2
1911-02	10.6	2.8	-3.8	-10	82.8	337.8	11	6
1911-03	17.8	5.4	-2.4	-10.6	84.6	91.4	11	3
1911-04	25	12.5	5.1	-4.4	89.9	12.7	9	1
1911-05	30	22.1	14.1	2.8	31.8		10	
1911-06	31.1	24.7	17.7	14.4	144		15	
1911-07	37.8	30.1	20.7	15.6	54.9		10	
1911-08	34.4	27.7	18.3	12.8	235.7		12	
1911-09	30	24.2	15.5	7.8	43.2		8	
1911-10	22.8	16.7	9.9	3.3	194.3		11	
1911-11	20.6	9.3	2.2	-3.9	130	25.4	9	1
1911-12	17.2	7.4	0.9	-7.2	78	215.9	11	2
1912-01	12.2	-0.8	-8.4	-19.4	65	330.5	14	11
1912-02	15	2.1	-5.7	-18.3	69.3	63.8	6	1
1912-03	20	7.1	-1	-9.4	195.6	114.8	13	4
1912-04	26.1	14.9	5.5	-1.7	89.7	0.3	15	0
1912-05	31.7	21.8	11.8	7.2	137.2	0	12	0
1912-06	34.4	25.8	16.1	10.6	39.9	0	6	0
1912-07	36.1	28.9	19.6	15	65	0	10	0
1912-08	33.3	26.7	17.4	10.6	69.9	0	10	0
1912-09	32.8	23.2	15.2	3.9	105.2	0	12	0
1912-10	27.2	19.6	10.7	4.4	104.1	0	5	0
1912-11	22.2	12.3	5.2	-2.2	89.7	20.3	6	1
1912-12	17.8	7.3	0.9	-7.8	127.3	289.8	9	1
1913-01	17.2	9	0.8	-7.8	87.1	7.6	15	2
1913-02	16.7	4	-4.8	-11.7	69.6	66	9	4
1913-03	25	12.2	2	-11.1	164.3	5.3	16	1
1913-04	27.8	15.4	7.3	0.6	159.3	0.3	12	0
1913-05	31.7	20.7	11.1	2.2	74.9	0	11	0
1913-06	33.9	26.5	16.2	9.4	50.3	0	5	0
1913-07	35	29.5	19.5	14.4	153.9	0	9	0
1913-08	35	27.4	18.5	15.6	60.5	0	11	0
1913-09	30	22.2	14	7.2	177.8	0	11	0
1913-10	25	18.1	11.4	1.1	329.4	0	12	0
1913-11	22.2	12.3	4.7	-1.1	54.9	0.3	8	0
1913-12	14.4	7.3	0.2	-7.2	91.2	7.6	9	1
1914-01	14.4	3.4	-4	-20.6	133.9	34	11	3
1914-02	11.7	0.4	-7.7	-19.4	72.6	442.7	9	8
1914-03	22.8	6.3	-1.3	-9.4	120.4	547.1	9	6
1914-04	27.8	13	4.6	-2.8	84.8	0	12	0
1914-05	35	23.6	12.5	4.4	59.7	0	9	0
1914-06	33.3	25	15.7	9.4	51.8	0	11	0
1914-07	32.8	26.4	18.1	13.3	138.9	0	14	0
1914-08	34.4	28.2	19.2	15.6	64.5	0	11	0
1914-09	35	25	13.7	5.6	7.4	0	3	0
1914-10	28.3	19.3	11.2	0.6	56.6	0	5	0
1914-11	24.4	11	2.8	-5.6	84.1	0	7	0
1914-12	17.8	3	-3.5	-16.1	133.1	66.5	10	8
1915-01	14.4	4.6	-1.8	-11.1	201.7	96.5	17	8
1915-02	14.4	5.6	-1.3	-10.6	152.7	114.6	10	3
1915-03	15	7.1	-1.8	-7.2	31.8	196.1	3	2
1915-04	33.3	17.6	7.3	-1.7	65.5	259.1	11	2
1915-05	26.1	19.5	10.4	6.1	83.1	0	14	0
1915-06	32.2	24.7	15.2	8.3	97.8	0	11	0
1915-07	33.9	27.8	18.7	15	76.5	0	16	0
1915-08	31.7	26.1	17.7	12.8	182.9	0	15	0
1915-09	34.4	25.8	16.3	7.2	60.5	0	7	0
1915-10	26.1	18.3	10.2	2.8	57.4	0	10	0
1915-11	21.7	11.7	4.2	-0.6	41.7	0.5	8	0
